Id,CNPJ,CPF,Nome,Ativo,Recadastrado,Município,UF,Natureza Jurídica,Porte da Empresa,Ramo do Negócio,Unidade Cadastradora,CNAE,CNAE Secundário,Habilitado a Licitar
586,00.072.447/0004-19,,TRANSPORTES GERAIS BOTAFOGO LTDA,Sim,,58335: Duque de Caxias,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4930202: TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",,Sim
587,00.072.481/0001-40,,ELETROMECANICA ESTACIO LTDA,Sim,,60011: Rio de Janeiro,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4742300: COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO,,Sim
591,00.072.675/0001-46,,TMS TELECOMUNICACOES LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4652400: COMÉRCIO ATACADISTA DE COMPONENTES ELETRÔNICOS E EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO,,Sim
592,00.072.811/0001-06,,LEDURPHARMA COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA,Sim,,88013: Porto Alegre,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4645101: COMÉRCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MÉDICO, CIRÚRGICO, HOSPITALAR E DE LABORATÓRIOS",,Sim
593,00.072.824/0001-77,,LAGOA VERDE GENEROS ALIMENTICIOS LTDA,Não,,60011: Rio de Janeiro,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4634601: COMÉRCIO ATACADISTA DE CARNES BOVINAS E SUÍNAS E DERIVADOS,,Sim
594,00.072.865/0001-63,,TORRES MIRANDA ARQUITETURA E CONSULTORIA LTDA,Sim,,41238: Belo Horizonte,MG,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,7111100: SERVIÇOS DE ARQUITETURA,,Sim
595,00.072.993/0001-07,,MINAS COMERCIO DE MATERIAIS E SERVICOS LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4721103: COMÉRCIO VAREJISTA DE LATICÍNIOS E FRIOS,,Sim
597,00.073.258/0001-18,,ARTLAB PRODUTOS PARA LABORATORIO EIRELI,Não,,38490: Salvador,BA,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,"4645101: COMÉRCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MÉDICO, CIRÚRGICO, HOSPITALAR E DE LABORATÓRIOS",,Sim
598,00.073.357/0001-08,,INOVVATI TECNOLOGIA LTDA,Sim,,90514: Campo Grande,MS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"6209100: SUPORTE TÉCNICO, MANUTENÇÃO E OUTROS SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO",,Sim
599,00.073.568/0001-32,,LTDM MATERIAL HOSPITALAR LTDA,Sim,,60011: Rio de Janeiro,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4645101: COMÉRCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MÉDICO, CIRÚRGICO, HOSPITALAR E DE LABORATÓRIOS",,Sim
600,00.073.683/0001-07,,MECANICA MACAIBA LTDA,Sim,,58696: Nova Iguaçu,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4789099: COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
603,00.073.957/0001-68,,ELETROSUL CENTRAIS ELETRICAS S/A,Não,,81051: Florianópolis,SC,9: SOCIEDADE DE ECONOMIA MISTA,2: null,,,3512300: TRANSMISSÃO DE ENERGIA ELÉTRICA,,Sim
608,00.074.502/0001-67,,PRESTSUL MANUTENCAO INDUSTRIAL LTDA,Sim,,58076: Barra Mansa,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"7732201: ALUGUEL DE MÁQUINAS E EQUIPAMENTOS PARA CONSTRUÇÃO SEM OPERADOR, EXCETO ANDAIMES",,Sim
610,00.074.635/0001-33,,ABSA AEROLINHAS BRASILEIRAS S.A.,Sim,,62910: Campinas,SP,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,5120000: TRANSPORTE AÉREO DE CARGA,,Sim
613,00.074.871/0001-50,,REVESTPISOS COMERCIO DE DIVISORIAS LTDA,Não,,88013: Porto Alegre,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4759801: COMÉRCIO VAREJISTA DE ARTIGOS DE TAPEÇARIA, CORTINAS E PERSIANAS",,Sim
614,00.075.017/0001-08,,QUIMIL INDUSTRIA E COMERCIO S/A,Sim,,39136: Simões Filho,BA,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,2099199: FABRICAÇÃO DE OUTROS PRODUTOS QUÍMICOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
615,00.075.021/0001-76,,AUTO POSTO FLOR DA CHAPADA LTDA,Sim,,35955: Itaberaba,BA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4731800: COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,,Sim
616,00.075.032/0001-56,,ECOLOGUS ENGENHARIA CONSULTIVA LTDA,Sim,,60011: Rio de Janeiro,RJ,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
617,00.075.298/0001-07,,FARMACO LTDA,Sim,,92410: Araguaína,TO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4644301: COMÉRCIO ATACADISTA DE MEDICAMENTOS E DROGAS DE USO HUMANO,,Sim
621,00.075.409/0001-77,,CENTRAL LIVROS LTDA,Sim,,82910: Rio do Sul,SC,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4761001: COMÉRCIO VAREJISTA DE LIVROS,,Sim
623,00.075.495/0001-18,,ART FORM INDUSTRIA DE FORMULARIOS LTDA,Não,,92274: Aparecida de Goiânia,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1813099: IMPRESSÃO DE MATERIAL PARA OUTROS USOS,,Sim
625,00.075.718/0001-47,,CALVO ASSOCIADOS ARQUITETURA E CONSULTORIA LTDA,Não,,41238: Belo Horizonte,MG,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,7111100: SERVIÇOS DE ARQUITETURA,,Sim
626,00.075.738/0001-18,,BAGGIO E PORTUGAL LOCACAO E ADMINISTRACAO DE BENS LTDA,Sim,,75353: Curitiba,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,6810202: ALUGUEL DE IMÓVEIS PRÓPRIOS,,Sim
628,00.075.799/0001-85,,DARB COMERCIO DE EXTINTORES LTDA,Sim,,83399: São Miguel D´Oeste,SC,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4789099: COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
642,00.076.570/0001-65,,PAI-PRONTO ATENDIMENTO INFANTIL LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8610102: ATIVIDADES DE ATENDIMENTO EM PRONTO-SOCORRO E UNIDADES HOSPITALARES PARA ATENDIMENTO A URGÊNCIAS,,Sim
646,00.077.255/0001-52,,CASA DE ISMAEL - LAR DA CRIANCA,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,8800600: SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO,,Sim
647,00.077.362/0001-80,,DELTA ENGENHARIA INDUSTRIA E COMERCIO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4321500: INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,,Sim
648,00.077.362/0002-61,,DELTA ENGENHARIA INDUSTRIA E COMERCIO LTDA,Sim,,71072: São Paulo,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4321500: INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,,Sim
651,00.077.436/0001-89,,C.R.B. COMERCIO E REPRESENTACOES LTDA,Não,,90514: Campo Grande,MS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4774100: COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA,,Sim
652,00.077.478/0001-10,,EP ENGENHARIA E SERVICOS LTDA,Não,,9210: São Luís,MA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4321500: INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,,Sim
653,,***.775.340-**,CARLOS ALBERTO VERISSIMO DA FONSECA,Não,,88013: Porto Alegre,RS,,1: MICROEMPRESA,,,,,Sim
655,00.077.689/0001-52,,TECMES TECNOLOGIA METODOLOGIA SERVICOS E COMERCIO DE INFORMATICA LTDA.,Sim,,71072: São Paulo,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"6311900: TRATAMENTO DE DADOS, PROVEDORES DE SERVIÇOS DE APLICAÇÃO E SERVIÇOS DE HOSPEDAGEM NA INTERNET",,Sim
657,00.077.808/0001-77,,PRODOCTOR- COM DE EQUIPAMENTOS ODONTOLOGICOS E SERV LTDA,Sim,,81051: Florianópolis,SC,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4773300: COMÉRCIO VAREJISTA DE ARTIGOS MÉDICOS E ORTOPÉDICOS,,Sim
658,00.077.905/0001-60,,M R PEREIRA CONSERTOS EM MOTOS,Sim,,60011: Rio de Janeiro,RJ,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,4530703: COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,,Sim
659,00.077.971/0001-30,,MATHEUS TRANSPORTES E SERVICOS LTDA,Não,,38490: Salvador,BA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4923002: SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA,,Sim
661,,***.780.924-**,ADRIANA COSTA MAIA,Sim,,19810: Campina Grande,PB,,1: MICROEMPRESA,,,,,Sim
662,00.078.214/0001-80,,MENDES & DE PAULA LTDA,Sim,,74810: Campo Largo,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"8111700: SERVIÇOS COMBINADOS PARA APOIO A EDIFÍCIOS, EXCETO CONDOMÍNIOS PREDIAIS",,Sim
663,00.078.220/0001-38,,CENTRO DE ENSINO UNIFICADO DO DISTRITO FEDERAL LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8532500: EDUCAÇÃO SUPERIOR - GRADUAÇÃO E PÓS-GRADUAÇÃO,,Sim
664,00.078.296/0001-63,,PAMPULHA ENGENHARIA LTDA,Sim,,39136: Simões Filho,BA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4292802: OBRAS DE MONTAGEM INDUSTRIAL,,Sim
665,00.078.300/0001-93,,JOAPE - CLIMATIZACAO INDUSTRIAL LTDA,Sim,,88552: Santo Antônio da Patrulha,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2823200: FABRICAÇÃO DE MÁQUINAS E APARELHOS DE REFRIGERAÇÃO E VENTILAÇÃO PARA USO INDUSTRIAL E COMERCIAL, PEÇAS E ACESSÓRIOS",,Sim
666,00.078.495/0001-71,,AGROSHOP MAQUINAS E IMPLEMENTOS LTDA,Não,,91677: Várzea Grande,MT,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4661300: COMÉRCIO ATACADISTA DE MÁQUINAS, APARELHOS E EQUIPAMENTOS PARA USO AGROPECUÁRIO; PARTES E PEÇAS",,Sim
667,00.078.574/0001-82,,CAPES - COMERCIO E SERVICOS EM BOMBAS E COMPRESSORES LTDA,Sim,,58653: Niterói,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4663000: COMÉRCIO ATACADISTA DE MÁQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL; PARTES E PEÇAS,,Sim
668,00.078.603/0001-06,,PLANESP ENGENHARIA LTDA,Não,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
671,00.079.057/0001-28,,KRIATIVA EXPOSITORES LTDA,Sim,,90514: Campo Grande,MS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4754701: COMÉRCIO VAREJISTA DE MÓVEIS,,Sim
673,00.079.266/0001-71,,OTICA MENINA DOS OLHOS LTDA,Não,,81051: Florianópolis,SC,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4774100: COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA,,Sim
677,00.079.455/0001-44,,AMH ARIAS EMPREENDIMENTOS IMOBILIARIOS LTDA,Não,,88013: Porto Alegre,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4110700: INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,,Sim
682,00.079.820/0001-10,,INFERENCIA CONSULTORIA ESTATISTICA LTDA,Não,,88013: Porto Alegre,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8299799: OUTRAS ATIVIDADES DE SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
685,00.079.862/0001-51,,ROCHAZARDO COMERCIO E DISTRIBUICAO LTDA,Sim,,88013: Porto Alegre,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4647801: COMÉRCIO ATACADISTA DE ARTIGOS DE ESCRITÓRIO E DE PAPELARIA,,Sim
688,00.079.987/0001-81,,TCB TECNOLOGIA EM CODIGO DE BARRAS LTDA,Não,,60011: Rio de Janeiro,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,9512600: REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE COMUNICAÇÃO,,Sim
691,00.080.120/0001-46,,DELTA HOSPITALAR LTDA,Sim,,93734: Goiânia,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4645101: COMÉRCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MÉDICO, CIRÚRGICO, HOSPITALAR E DE LABORATÓRIOS",,Sim
692,00.080.287/0001-07,,IBEROAMERICANA CONSULTORIA E SERVICOS LTDA,Não,,36854: Lauro de Freitas,BA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8299799: OUTRAS ATIVIDADES DE SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
693,00.080.327/0001-10,,BRITOCAR COMERCIO DE FERRO E MATERIAIS DE CONSTRUCAO LTDA,Sim,,35971: Itabuna,BA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4744005: COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
694,00.080.361/0001-95,,URSO COMERCIO E MANUTENCAO DE CARRINHOS MANUAIS LTDA,Sim,,75353: Curitiba,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4744001: COMÉRCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,,Sim
699,00.080.671/0001-00,,CARAMURU ALIMENTOS  S/A,Sim,,94250: Itumbiara,GO,47: SOCIEDADE ANÔNIMA ABERTA,2: null,,,"1042200: FABRICAÇÃO DE ÓLEOS VEGETAIS REFINADOS, EXCETO ÓLEO DE MILHO",,Sim
700,00.080.671/0003-71,,CARAMURU ALIMENTOS  S/A,Sim,,96059: São Simão,GO,47: SOCIEDADE ANÔNIMA ABERTA,2: null,,,"1041400: FABRICAÇÃO DE ÓLEOS VEGETAIS EM BRUTO, EXCETO ÓLEO DE MILHO",,Sim
702,00.080.671/0012-62,,CARAMURU ALIMENTOS  S/A,Sim,,74250: Apucarana,PR,47: SOCIEDADE ANÔNIMA ABERTA,2: null,,,"1064300: FABRICAÇÃO DE FARINHA DE MILHO E DERIVADOS, EXCETO ÓLEOS DE MILHO",,Sim
704,00.080.671/0021-53,,CARAMURU ALIMENTOS  S/A,Sim,,93971: Ipameri,GO,47: SOCIEDADE ANÔNIMA ABERTA,2: null,,,"1041400: FABRICAÇÃO DE ÓLEOS VEGETAIS EM BRUTO, EXCETO ÓLEO DE MILHO",,Sim
705,00.080.671/0026-68,,CARAMURU ALIMENTOS  S/A,Sim,,99074: Sorriso,MT,47: SOCIEDADE ANÔNIMA ABERTA,2: null,,,"1041400: FABRICAÇÃO DE ÓLEOS VEGETAIS EM BRUTO, EXCETO ÓLEO DE MILHO",,Sim
706,00.080.671/0027-49,,CARAMURU ALIMENTOS  S/A,Sim,,91936: Canarana,MT,47: SOCIEDADE ANÔNIMA ABERTA,2: null,,,4622200: COMÉRCIO ATACADISTA DE SOJA,,Sim
707,00.080.671/0029-00,,CARAMURU ALIMENTOS  S/A,Sim,,973: Querência,MT,47: SOCIEDADE ANÔNIMA ABERTA,2: null,,,4622200: COMÉRCIO ATACADISTA DE SOJA,,Sim
708,00.080.671/0031-25,,CARAMURU ALIMENTOS  S/A,Sim,,91910: Água Boa,MT,47: SOCIEDADE ANÔNIMA ABERTA,2: null,,,4622200: COMÉRCIO ATACADISTA DE SOJA,,Sim
709,00.081.160/0001-02,,LUPPA ADMINISTRADORA DE SERVICOS LTDA,Sim,,90670: Cuiabá,MT,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"6209100: SUPORTE TÉCNICO, MANUTENÇÃO E OUTROS SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO",,Sim
712,00.081.336/0001-26,,ALIENCO ENGENHARIA E COMERCIO LTDA,Não,,48950: Nova Lima,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
713,00.081.358/0001-96,,ACRILZANO ARTEFATOS DE ACRILICO LTDA,Sim,,60011: Rio de Janeiro,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,2229399: FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA OUTROS USOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
715,00.081.528/0001-32,,HELVETICA COMERCIO DE MATERIAIS GRAFICOS LTDA,Não,,88013: Porto Alegre,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4665600: COMÉRCIO ATACADISTA DE MÁQUINAS E EQUIPAMENTOS PARA USO COMERCIAL; PARTES E PEÇAS,,Sim
716,00.081.553/0001-16,,DEIRO ENGENHARIA LTDA,Sim,,88153: Rio Grande,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4399103: OBRAS DE ALVENARIA,,Sim
718,00.081.906/0001-88,,INSTITUTO SOCIOAMBIENTAL,Sim,,71072: São Paulo,SP,23: ASSOCIAÇÃO PRIVADA,2: null,,,9430800: ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,,Sim
719,00.081.933/0001-50,,VETOR ASSESSORIA E PESQUISA DE MERCADO E DE OPINIAO PUBLICA LTDA,Sim,,90670: Cuiabá,MT,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7320300: PESQUISAS DE MERCADO E DE OPINIÃO PÚBLICA,,Sim
720,00.081.971/0001-03,,MARCI COMERCIO DE PRODUTOS MANUFATURADOS LTDA,Não,,75353: Curitiba,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4771701: COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",,Sim
721,00.082.024/0001-37,,COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,Sim,,97012: BRASÍLIA,DF,9: SOCIEDADE DE ECONOMIA MISTA,2: null,,,"3600601: CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA",,Sim
731,00.082.647/0001-00,,BLUMEN INDUSTRIA DE EMBALAGENS LTDA,Sim,,80772: Catanduvas,SC,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1731100: FABRICAÇÃO DE EMBALAGENS DE PAPEL,,Sim
732,00.082.648/0001-54,,BAN CAR DE IGUACU VEICULOS LTDA,Sim,,58696: Nova Iguaçu,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7711000: LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR,,Sim
733,00.082.725/0001-76,,LEAO ENGENHARIA E ASSESSORIA TECNICA LTDA,Sim,,93734: Goiânia,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
735,00.082.824/0001-58,,PROT SERVIS INDUSTRIA COM E PRESTACAO DE SERVICOS LTDA,Sim,,13897: Fortaleza,CE,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"1413401: CONFECÇÃO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA",,Sim
738,00.083.042/0001-33,,PAULO COMERCIO E PAPELARIA LTDA,Sim,,31054: Aracaju,SE,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4761001: COMÉRCIO VAREJISTA DE LIVROS,,Sim
740,00.083.140/0001-70,,"VISAO E PERFIL - ASSESSORIA, EVENTOS E SERVICOS LTDA",Sim,,8915: Rosário,MA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,5620102: SERVIÇOS DE ALIMENTAÇÃO PARA EVENTOS E RECEPÇÕES - BUFÊ,,Sim
741,00.083.159/0001-17,,CEC ENGENHARIA E CONSULTORIA LTDA,Não,,13897: Fortaleza,CE,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
742,00.083.225/0001-59,,CONSTRUTORA MONTE SINAI LTDA,Não,,8079: Itapecuru Mirim,MA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
743,00.083.227/0001-48,,CEQNEP CENTRAL MANIP QUIMIOT NUTRICAO ENT E PARENT LTDA,Sim,,75353: Curitiba,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4771702: COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, COM MANIPULAÇÃO DE FÓRMULAS",,Sim
744,00.083.334/0001-76,,"ACTIONLASER ENGENHARIA, CONSULTORIA E INFORMATICA LTDA",Sim,,93734: Goiânia,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
747,00.083.641/0001-57,,MASSA FALIDA  DA IMEX CENTER FARMA LTDA,Não,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4644301: COMÉRCIO ATACADISTA DE MEDICAMENTOS E DROGAS DE USO HUMANO,,Sim
749,00.083.876/0001-49,,CONTROLTEC MANUTENCAO DE EQUIPAMENTOS ELETRONICOS LTDA,Sim,,60011: Rio de Janeiro,RJ,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,9521500: REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS ELETROELETRÔNICOS DE USO PESSOAL E DOMÉSTICO,,Sim
752,00.084.239/0001-97,,"MAGNA ENGENHARIA, ARQUITETURA E GERENCIAMENTO - SOCIEDADE SIMPLES",Sim,,41238: Belo Horizonte,MG,18: SOCIEDADE SIMPLES PURA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
756,00.084.551/0001-80,,ANTONIO JOSE CARDOSO REFRIGERACAO,Não,,60011: Rio de Janeiro,RJ,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,9521500: REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS ELETROELETRÔNICOS DE USO PESSOAL E DOMÉSTICO,,Sim
757,00.084.700/0001-01,,PAR CONSULT INFORMATICA LTDA,Sim,,60011: Rio de Janeiro,RJ,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,8599604: TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,,Sim
759,00.084.760/0001-24,,DENK ENGENHARIA LTDA,Não,,54534: Pinhais,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4321500: INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,,Sim
763,00.084.931/0001-15,,LUROBE COMERCIAL LTDA,Não,,38490: Salvador,BA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4761003: COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,,Sim
768,00.085.446/0001-66,,FABIANO COMERCIO ATACADISTA DE FERRAMENTAS E MATERIAIS DE CONSTRUCAO LTDA,Sim,,97330: Palmas,TO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4679699: COMÉRCIO ATACADISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,,Sim
770,00.085.801/0001-05,,CURTY LUXO DECORACOES LTDA,Sim,,60011: Rio de Janeiro,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4759899: COMÉRCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMÉSTICO NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
771,00.085.822/0001-12,,ESPECIFARMA COM DE MEDICAMENTOS E PRO HOSPITALARES LTDA,Sim,,60011: Rio de Janeiro,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4644301: COMÉRCIO ATACADISTA DE MEDICAMENTOS E DROGAS DE USO HUMANO,,Sim
772,00.085.833/0001-00,,CONTEC BARRA CONSTRUCOES LTDA,Sim,,60011: Rio de Janeiro,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4299599: OUTRAS OBRAS DE ENGENHARIA CIVIL NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
773,00.085.885/0001-79,,ACTAR CONNECTIVITY ENGENHARIA DE TELECOMUNICACOES LTDA,Sim,,48950: Nova Lima,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4789099: COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
775,00.086.037/0001-84,,FRANCISCO O BRITO,Não,,13897: Fortaleza,CE,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,3101200: FABRICAÇÃO DE MÓVEIS COM PREDOMINÂNCIA DE MADEIRA,,Sim
776,00.086.165/0001-28,,CONSTRUTORA ARTEC S/A - EM RECUPERACAO JUDICIAL,Sim,,97012: BRASÍLIA,DF,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,"4222701: CONSTRUÇÃO DE REDES DE ABASTECIMENTO DE ÁGUA, COLETA DE ESGOTO E CONSTRUÇÕES CORRELATAS, EXCETO OBRAS DE IRRIGAÇÃO",,Sim
